[2025-05-31 17:26:03] TOP 1 | beefy | NOICE-WETH | TVL $30,528.00 | APR 138,013.21% | Score 41,403.96
[2025-05-31 17:26:03] TOP 2 | spectra-v2 | STUSD | TVL $132,448.00 | APR 54,046.60% | Score 16,213.98
[2025-05-31 17:26:03] TOP 3 | berapaw | BULLISHV2 | TVL $28,784.00 | APR 28,862.79% | Score 8,658.84
[2025-05-31 17:28:37] 📅 Nouvelle analyse lancée
[2025-05-31 17:28:37] 🔧 Profil utilisé : modéré (APR 0.3, TVL 0.2)
[2025-05-31 17:28:38] beefy | NOICE-WETH | TVL $30,528.00 | APR 138,013.21% | Score 41,403.96
[2025-05-31 17:40:03] [POOL] silo-v2 | PT-WSTKSCUSD-29MAY2025 | TVL $683,292.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] uniswap-v2 | PEPE2.0-WETH | TVL $683,095.00 | APR 1.19% | Score 0.36
[2025-05-31 17:40:03] [POOL] uniswap-v3 | PEAS-WETH | TVL $682,519.00 | APR 54.58% | Score 16.37
[2025-05-31 17:40:03] [POOL] thalaswap-v2 | MOD-USDC | TVL $682,270.00 | APR 7.59% | Score 2.28
[2025-05-31 17:40:03] [POOL] raydium-amm | WLFI-WSOL | TVL $681,985.00 | APR 64.06% | Score 19.22
[2025-05-31 17:40:03] [POOL] taiga-karura | TKSM | TVL $681,724.00 | APR 8.24% | Score 2.47
[2025-05-31 17:40:03] [POOL] aura | OP-PSP | TVL $680,880.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] uniswap-v3 | DINERO-WETH | TVL $680,656.00 | APR 2.82% | Score 0.85
[2025-05-31 17:40:03] [POOL] raydium-amm | JOS-WSOL | TVL $680,612.00 | APR 139.10% | Score 41.73
[2025-05-31 17:40:03] [POOL] camelot-v2 | WETH-EQB | TVL $680,400.00 | APR 2.37% | Score 0.71
[2025-05-31 17:40:03] [POOL] woofi-earn | ETH | TVL $680,270.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] sushiswap | WBTC-ROBO | TVL $680,126.00 | APR 0.11% | Score 0.03
[2025-05-31 17:40:03] [POOL] raydium-amm | HUMA-WSOL | TVL $679,701.00 | APR 61.59% | Score 18.48
[2025-05-31 17:40:03] [POOL] euler-v2 | HONEY | TVL $679,641.00 | APR 12.37% | Score 3.71
[2025-05-31 17:40:03] [POOL] uniswap-v3 | NEIRO-WETH | TVL $679,621.00 | APR 43.63% | Score 13.09
[2025-05-31 17:40:03] [POOL] uniswap-v2 | WETH-XAMP | TVL $679,548.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] ipor-derivatives | STETH | TVL $678,870.00 | APR 2.89% | Score 0.87
[2025-05-31 17:40:03] [POOL] raydium-amm | BABYDOGE-WSOL | TVL $678,692.00 | APR 4.12% | Score 1.24
[2025-05-31 17:40:03] [POOL] curve-dex | AV3CRV-AVWBTC-AVWETH | TVL $677,877.00 | APR 0.53% | Score 0.16
[2025-05-31 17:40:03] [POOL] pendle | ANKRBNB | TVL $677,805.00 | APR 3.32% | Score 1.00
[2025-05-31 17:40:03] [POOL] pendle | ANKRBNB | TVL $677,805.00 | APR 3.07% | Score 0.92
[2025-05-31 17:40:03] [POOL] sparklend | WXDAI | TVL $677,054.00 | APR 6.79% | Score 2.04
[2025-05-31 17:40:03] [POOL] stakedao | SDOLA-ALUSD | TVL $676,985.00 | APR 16.53% | Score 4.96
[2025-05-31 17:40:03] [POOL] strike | RETH | TVL $676,935.00 | APR 16.49% | Score 4.95
[2025-05-31 17:40:03] [POOL] raydium-amm | WSOL-DOGEAI | TVL $676,919.00 | APR 19.18% | Score 5.75
[2025-05-31 17:40:03] [POOL] orca | SOL-BORG | TVL $676,840.00 | APR 12.12% | Score 3.64
[2025-05-31 17:40:03] [POOL] evaa-protocol | TON | TVL $676,781.00 | APR 0.76% | Score 0.23
[2025-05-31 17:40:03] [POOL] raydium-amm | SOPH-WSOL | TVL $676,699.00 | APR 51.55% | Score 15.47
[2025-05-31 17:40:03] [POOL] raydium-amm | WLFI-WSOL | TVL $676,387.00 | APR 71.02% | Score 21.31
[2025-05-31 17:40:03] [POOL] euler-v2 | WBTC | TVL $675,678.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] uniswap-v2 | ROBO-WETH | TVL $675,257.00 | APR 0.29% | Score 0.09
[2025-05-31 17:40:03] [POOL] raydium-amm | BARRON-WSOL | TVL $675,130.00 | APR 50.95% | Score 15.29
[2025-05-31 17:40:03] [POOL] joe-lend | USDT.E | TVL $674,295.00 | APR 1.32% | Score 0.40
[2025-05-31 17:40:03] [POOL] uniswap-v2 | VOW-USDT | TVL $674,248.00 | APR 3.15% | Score 0.94
[2025-05-31 17:40:03] [POOL] raydium-amm | HUMA-WSOL | TVL $674,007.00 | APR 55.76% | Score 16.73
[2025-05-31 17:40:03] [POOL] aave-v3 | RPL | TVL $673,900.00 | APR 3.93% | Score 1.18
[2025-05-31 17:40:03] [POOL] merkl | USDC-USDS | TVL $673,337.00 | APR 8.10% | Score 2.43
[2025-05-31 17:40:03] [POOL] uniswap-v3 | USDS-USDC | TVL $673,232.00 | APR 8.03% | Score 2.41
[2025-05-31 17:40:03] [POOL] gearbox | GHO | TVL $673,129.00 | APR 2.19% | Score 0.66
[2025-05-31 17:40:03] [POOL] uniswap-v2 | BGB-WETH | TVL $673,100.00 | APR 5.40% | Score 1.62
[2025-05-31 17:40:03] [POOL] beefy | GHO-FXUSD | TVL $673,001.00 | APR 10.92% | Score 3.28
[2025-05-31 17:40:03] [POOL] velodrome-v2 | WETH-MOOBIFI | TVL $671,891.00 | APR 4.10% | Score 1.23
[2025-05-31 17:40:03] [POOL] curve-dex | CRVUSD-USDC | TVL $671,807.00 | APR 8.56% | Score 2.57
[2025-05-31 17:40:03] [POOL] curve-dex | FRXUSD-FRXETH-WFRAX | TVL $671,802.00 | APR 20.21% | Score 6.06
[2025-05-31 17:40:03] [POOL] aura | EZETH-WSTETH | TVL $671,660.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] beefy | MOOBIFI-WETH | TVL $671,639.00 | APR 3.75% | Score 1.13
[2025-05-31 17:40:03] [POOL] thorchain | DAI-RUNE | TVL $671,386.00 | APR 8.30% | Score 2.49
[2025-05-31 17:40:03] [POOL] sparklend | USDC.E | TVL $671,027.00 | APR 1.33% | Score 0.40
[2025-05-31 17:40:03] [POOL] raydium-amm | WLFI-WSOL | TVL $670,838.00 | APR 47.23% | Score 14.17
[2025-05-31 17:40:03] [POOL] uniswap-v3 | CAI-WETH | TVL $670,680.00 | APR 3.76% | Score 1.13
[2025-05-31 17:40:03] [POOL] merkl | WETH-USDC | TVL $669,845.00 | APR 22.59% | Score 6.78
[2025-05-31 17:40:03] [POOL] uniswap-v2 | OIL-USDC | TVL $669,538.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] minswap | ADA-DJED | TVL $669,524.00 | APR 18.62% | Score 5.59
[2025-05-31 17:40:03] [POOL] morpho-blue | PT-USR-25SEP2025 | TVL $667,203.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] raydium-amm | WSOL-USELESS | TVL $666,784.00 | APR 180.10% | Score 54.03
[2025-05-31 17:40:03] [POOL] kamino-liquidity | SOL-BONK | TVL $665,087.00 | APR 21.53% | Score 6.46
[2025-05-31 17:40:03] [POOL] uniswap-v2 | COPI-WETH | TVL $664,982.00 | APR 0.65% | Score 0.19
[2025-05-31 17:40:03] [POOL] raydium-amm | WSOL-CX | TVL $664,461.00 | APR 11.97% | Score 3.59
[2025-05-31 17:40:03] [POOL] balancer-v3 | 50ONE-50SEV | TVL $664,166.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] origami-finance | LOV-PT-SUSDE-MAY2025-A | TVL $664,086.00 | APR 91.01% | Score 27.30
[2025-05-31 17:40:03] [POOL] ellipsis-finance | BUSD-USDC-BUSD-T | TVL $663,991.00 | APR 14.26% | Score 4.28
[2025-05-31 17:40:03] [POOL] stakedao | CRV-YCRV | TVL $663,676.00 | APR 25.36% | Score 7.61
[2025-05-31 17:40:03] [POOL] sushiswap | WBTC-WETH | TVL $663,531.00 | APR 1.95% | Score 0.58
[2025-05-31 17:40:03] [POOL] stakedao | SDYFI | TVL $663,281.00 | APR 39.43% | Score 11.83
[2025-05-31 17:40:03] [POOL] curve-dex | MMEV-PT-MMEV@20-6-2025 | TVL $663,242.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] uniswap-v3 | WBTC-TELEBTC | TVL $662,912.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] uniswap-v2 | KEKEC-WETH | TVL $662,036.00 | APR 4.51% | Score 1.35
[2025-05-31 17:40:03] [POOL] hatom-lending | WETH | TVL $661,973.00 | APR 1.95% | Score 0.58
[2025-05-31 17:40:03] [POOL] origami-finance | SUSDS-S | TVL $660,989.00 | APR 5.30% | Score 1.59
[2025-05-31 17:40:03] [POOL] uniswap-v2 | NKP-WETH | TVL $660,796.00 | APR 28.49% | Score 8.55
[2025-05-31 17:40:03] [POOL] orca | SOL-ZEUS | TVL $660,618.00 | APR 80.93% | Score 24.28
[2025-05-31 17:40:03] [POOL] uniswap-v3 | WETH-DIVER | TVL $660,320.00 | APR 0.09% | Score 0.03
[2025-05-31 17:40:03] [POOL] curve-dex | BDAI-BUSDC-BUSDT | TVL $660,224.00 | APR 1.54% | Score 0.46
[2025-05-31 17:40:03] [POOL] morpho-blue | USCD-OFFICE | TVL $660,070.00 | APR 7.02% | Score 2.10
[2025-05-31 17:40:03] [POOL] gains-network | USDC | TVL $660,027.00 | APR 6.74% | Score 2.02
[2025-05-31 17:40:03] [POOL] beefy | ETH | TVL $659,771.00 | APR 2.56% | Score 0.77
[2025-05-31 17:40:03] [POOL] beefy | WAVAX-USDCE-USDC-WBTCE-BTCB-USDTE-ETH | TVL $658,845.00 | APR 10.36% | Score 3.11
[2025-05-31 17:40:03] [POOL] raydium-amm | TRUTH-WSOL | TVL $658,753.00 | APR 50.16% | Score 15.05
[2025-05-31 17:40:03] [POOL] uniswap-v2 | KIBSHI-WETH | TVL $658,679.00 | APR 60.83% | Score 18.25
[2025-05-31 17:40:03] [POOL] merkl | WS-SWPX | TVL $658,582.00 | APR 28.27% | Score 8.48
[2025-05-31 17:40:03] [POOL] curve-dex | MUSD-3CRV | TVL $658,300.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] integral | USDC-WETH | TVL $657,472.00 | APR 9.26% | Score 2.78
[2025-05-31 17:40:03] [POOL] raydium-amm | WLFI-WSOL | TVL $656,857.00 | APR 50.78% | Score 15.23
[2025-05-31 17:40:03] [POOL] convex-finance | WSTETH-RETH-SFRXETH | TVL $656,299.00 | APR 2.76% | Score 0.83
[2025-05-31 17:40:03] [POOL] uniswap-v3 | TBTC-WETH | TVL $655,755.00 | APR 15.81% | Score 4.74
[2025-05-31 17:40:03] [POOL] raydium-amm | 888-WSOL | TVL $655,707.00 | APR 4.91% | Score 1.47
[2025-05-31 17:40:03] [POOL] raydium-amm | RDO-WSOL | TVL $655,639.00 | APR 50.34% | Score 15.10
[2025-05-31 17:40:03] [POOL] morpho-blue | SLVLUSD | TVL $655,315.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] compound-v2 | ZRX | TVL $655,152.00 | APR 0.04% | Score 0.01
[2025-05-31 17:40:03] [POOL] aura | ACX-WSTETH | TVL $655,101.00 | APR 15.25% | Score 4.58
[2025-05-31 17:40:03] [POOL] raydium-amm | TREMP-WSOL | TVL $654,887.00 | APR 3.28% | Score 0.98
[2025-05-31 17:40:03] [POOL] curve-dex | TBTC-WBTC | TVL $653,755.00 | APR 1.33% | Score 0.40
[2025-05-31 17:40:03] [POOL] raydium-amm | WLFI-WSOL | TVL $653,214.00 | APR 51.51% | Score 15.45
[2025-05-31 17:40:03] [POOL] convex-finance | CRV-CVXCRV | TVL $653,176.00 | APR 3.31% | Score 0.99
[2025-05-31 17:40:03] [POOL] scallop-lend | SCA | TVL $652,193.00 | APR 8.53% | Score 2.56
[2025-05-31 17:40:03] [POOL] uniswap-v3 | ZBU-USDC | TVL $652,119.00 | APR 3.84% | Score 1.15
[2025-05-31 17:40:03] [POOL] uniswap-v3 | WAXP-USDT | TVL $651,183.00 | APR 8.28% | Score 2.49
[2025-05-31 17:40:03] [POOL] fraxlend | FXB-20261231 | TVL $651,051.00 | APR 6.08% | Score 1.82
[2025-05-31 17:40:03] [POOL] merkl | USDC-SWPX | TVL $650,968.00 | APR 25.30% | Score 7.59
[2025-05-31 17:40:03] [POOL] alien-base-v3 | WETH-CBBTC | TVL $650,867.00 | APR 1.50% | Score 0.45
[2025-05-31 17:40:03] [POOL] amply-finance | WZKCRO | TVL $650,750.00 | APR 0.33% | Score 0.10
[2025-05-31 17:40:03] [POOL] uniswap-v3 | FPBAYC-WETH | TVL $650,306.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] mars-lend | USDC | TVL $649,911.00 | APR 3.17% | Score 0.95
[2025-05-31 17:40:03] [POOL] ston.fi | TSTON-TON | TVL $649,670.00 | APR 3.05% | Score 0.91
[2025-05-31 17:40:03] [POOL] curve-dex | MULTIDAI-MULTIUSDC-MULTIUSDT | TVL $649,609.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] raydium-amm | WSOL- | TVL $649,539.00 | APR 0.08% | Score 0.02
[2025-05-31 17:40:03] [POOL] gains-network | DAI | TVL $649,179.00 | APR 1.82% | Score 0.55
[2025-05-31 17:40:03] [POOL] uniswap-v2 | WETH-TRU | TVL $647,505.00 | APR 1.59% | Score 0.48
[2025-05-31 17:40:03] [POOL] beefy | MAI-USDCE | TVL $647,443.00 | APR 11.89% | Score 3.57
[2025-05-31 17:40:03] [POOL] silo-v2 | WS | TVL $647,406.00 | APR 6.44% | Score 1.93
[2025-05-31 17:40:03] [POOL] uniswap-v3 | XRP-USDT | TVL $647,202.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] fluid-lending | WEETH | TVL $647,146.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] meridian-amm | USDC.E-WBTC.E | TVL $646,855.00 | APR 33.65% | Score 10.10
[2025-05-31 17:40:03] [POOL] thalaswap-v2 | APT-XBTC | TVL $646,718.00 | APR 0.87% | Score 0.26
[2025-05-31 17:40:03] [POOL] uniswap-v2 | TRX-USDC | TVL $646,365.00 | APR 2.74% | Score 0.82
[2025-05-31 17:40:03] [POOL] uniswap-v3 | STRDY-WETH | TVL $646,185.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] aerodrome-slipstream | WETH-AIXBT | TVL $646,147.00 | APR 163.80% | Score 49.14
[2025-05-31 17:40:03] [POOL] beefy | EURC-USDC | TVL $646,002.00 | APR 3.10% | Score 0.93
[2025-05-31 17:40:03] [POOL] astroport | TIA-DTIA | TVL $645,175.00 | APR 1.54% | Score 0.46
[2025-05-31 17:40:03] [POOL] aerodrome-slipstream | USDC-CTX | TVL $645,087.00 | APR 30.28% | Score 9.09
[2025-05-31 17:40:03] [POOL] layerbank | USDT.E | TVL $645,005.00 | APR 1.36% | Score 0.41
[2025-05-31 17:40:03] [POOL] thorchain | USDC | TVL $644,944.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] frax | FRAX-WETH | TVL $644,678.00 | APR 3.58% | Score 1.07
[2025-05-31 17:40:03] [POOL] raydium-amm | HUMA-WSOL | TVL $644,634.00 | APR 52.04% | Score 15.61
[2025-05-31 17:40:03] [POOL] meridian-amm | USDC.E-WETH.E | TVL $644,536.00 | APR 34.30% | Score 10.29
[2025-05-31 17:40:03] [POOL] woofi-earn | CBBTC | TVL $644,505.00 | APR 4.03% | Score 1.21
[2025-05-31 17:40:03] [POOL] sushiswap | HASH-WETH | TVL $644,340.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] uniswap-v2 | RXS-WETH | TVL $644,039.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] silo-v2 | WOS | TVL $643,802.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] uniswap-v3 | WETH-CCBCH | TVL $643,499.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] strike | USDC | TVL $642,329.00 | APR 7.94% | Score 2.38
[2025-05-31 17:40:03] [POOL] uniswap-v3 | WETH-WTON | TVL $642,264.00 | APR 0.91% | Score 0.27
[2025-05-31 17:40:03] [POOL] raydium-amm | HUMA-WSOL | TVL $641,884.00 | APR 50.12% | Score 15.04
[2025-05-31 17:40:03] [POOL] uniswap-v3 | WBTC-WETH | TVL $641,545.00 | APR 1.73% | Score 0.52
[2025-05-31 17:40:03] [POOL] raydium-amm | HUMA-WSOL | TVL $641,362.00 | APR 49.32% | Score 14.80
[2025-05-31 17:40:03] [POOL] uniswap-v3 | DRB-WETH | TVL $640,826.00 | APR 22.68% | Score 6.80
[2025-05-31 17:40:03] [POOL] pancakeswap-amm | ETH-WBNB | TVL $640,513.00 | APR 2.30% | Score 0.69
[2025-05-31 17:40:03] [POOL] uniswap-v3 | GOLD-WETH | TVL $638,791.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] sovryn-dex | XUSD | TVL $638,260.00 | APR 9.01% | Score 2.70
[2025-05-31 17:40:03] [POOL] pancakeswap-amm-v3 | WETH-DEXE | TVL $637,988.00 | APR 0.36% | Score 0.11
[2025-05-31 17:40:03] [POOL] aerodrome-v1 | JOJO-WETH | TVL $637,459.00 | APR 6.42% | Score 1.93
[2025-05-31 17:40:03] [POOL] orca | DRIFT-JITOSOL | TVL $636,804.00 | APR 10.79% | Score 3.24
[2025-05-31 17:40:03] [POOL] uniswap-v2 | WETH-DCAI | TVL $636,677.00 | APR 102.93% | Score 30.88
[2025-05-31 17:40:03] [POOL] uniswap-v3 | UNIBTC-WBTC | TVL $636,439.00 | APR 47.89% | Score 14.37
[2025-05-31 17:40:03] [POOL] turbos | HASUI-SUI | TVL $636,291.00 | APR 11.35% | Score 3.40
[2025-05-31 17:40:03] [POOL] raydium-amm | WLFI-WSOL | TVL $635,602.00 | APR 52.72% | Score 15.82
[2025-05-31 17:40:03] [POOL] raydium-amm | WLFI-WSOL | TVL $635,087.00 | APR 49.90% | Score 14.97
[2025-05-31 17:40:03] [POOL] gmx-v2-perps | ETH-USDC | TVL $634,678.00 | APR 11.42% | Score 3.43
[2025-05-31 17:40:03] [POOL] uniswap-v3 | OETH-WETH | TVL $634,674.00 | APR 3.82% | Score 1.15
[2025-05-31 17:40:03] [POOL] raydium-amm | WSOL- | TVL $634,366.00 | APR 7.51% | Score 2.25
[2025-05-31 17:40:03] [POOL] curve-dex | FRXUSD-DUSD | TVL $634,311.00 | APR 11.82% | Score 3.54
[2025-05-31 17:40:03] [POOL] spectra-v2 | WOS | TVL $633,776.00 | APR 12.52% | Score 3.76
[2025-05-31 17:40:03] [POOL] spectra-v2 | WOS | TVL $633,776.00 | APR 27.27% | Score 8.18
[2025-05-31 17:40:03] [POOL] woofi-earn | USDC | TVL $633,218.00 | APR 8.30% | Score 2.49
[2025-05-31 17:40:03] [POOL] raydium-amm | WLFI-WSOL | TVL $632,964.00 | APR 48.89% | Score 14.67
[2025-05-31 17:40:03] [POOL] compound-v3 | USDC | TVL $632,821.00 | APR 4.42% | Score 1.33
[2025-05-31 17:40:03] [POOL] uniswap-v3 | USDC-USDT | TVL $631,693.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] uniswap-v2 | LEAD-WETH | TVL $631,217.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] pendle | WSRUSD | TVL $631,202.00 | APR 9.89% | Score 2.97
[2025-05-31 17:40:03] [POOL] pendle | WSRUSD | TVL $631,202.00 | APR 9.44% | Score 2.83
[2025-05-31 17:40:03] [POOL] uniswap-v2 | SQGROW-WETH | TVL $631,201.00 | APR 9.30% | Score 2.79
[2025-05-31 17:40:03] [POOL] napier | MC-USR | TVL $631,161.00 | APR 0.01% | Score 0.00
[2025-05-31 17:40:03] [POOL] beefy | WAETHLIDOWSTETH-WAETHLIDOWETH | TVL $631,070.00 | APR 4.51% | Score 1.35
[2025-05-31 17:40:03] [POOL] orca | USDC-GRASS | TVL $630,949.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] orca | SOL-ORCA | TVL $630,614.00 | APR 100.90% | Score 30.27
[2025-05-31 17:40:03] [POOL] minswap | ADA-LENFI | TVL $630,164.00 | APR 27.44% | Score 8.23
[2025-05-31 17:40:03] [POOL] morpho-blue | GTAUSDC | TVL $629,190.00 | APR 3.00% | Score 0.90
[2025-05-31 17:40:03] [POOL] echelon-market | THL | TVL $628,881.00 | APR 0.37% | Score 0.11
[2025-05-31 17:40:03] [POOL] uniswap-v3 | EBC-USDT | TVL $628,820.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] morpho-aave | STETH | TVL $628,683.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] kamino-liquidity | SOL-HNT | TVL $628,538.00 | APR 13.60% | Score 4.08
[2025-05-31 17:40:03] [POOL] jones-dao | JAURA | TVL $628,098.00 | APR 32.30% | Score 9.69
[2025-05-31 17:40:03] [POOL] teller | SPX | TVL $627,957.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] pendle | X33 | TVL $627,304.00 | APR 131.02% | Score 39.30
[2025-05-31 17:40:03] [POOL] pendle | X33 | TVL $627,304.00 | APR 108.83% | Score 32.65
[2025-05-31 17:40:03] [POOL] uniswap-v2 | EVA-WETH | TVL $627,099.00 | APR 9.72% | Score 2.92
[2025-05-31 17:40:03] [POOL] spectra-v2 | ACRV | TVL $626,534.00 | APR 11.85% | Score 3.55
[2025-05-31 17:40:03] [POOL] spectra-v2 | ACRV | TVL $626,534.00 | APR 10.15% | Score 3.05
[2025-05-31 17:40:03] [POOL] badger-dao | TBTC-SBTC | TVL $626,372.00 | APR 0.73% | Score 0.22
[2025-05-31 17:40:03] [POOL] stakedao | SCRVUSD-SDOLA | TVL $626,348.00 | APR 11.04% | Score 3.31
[2025-05-31 17:40:03] [POOL] curve-dex | CRVUSD-USD₮0 | TVL $625,920.00 | APR 6.76% | Score 2.03
[2025-05-31 17:40:03] [POOL] aave-v3 | LUSD | TVL $625,627.00 | APR 3.36% | Score 1.01
[2025-05-31 17:40:03] [POOL] arcadia-v2 | USDC | TVL $625,574.00 | APR 10.41% | Score 3.12
[2025-05-31 17:40:03] [POOL] sushiswap | SPELL-WETH | TVL $625,561.00 | APR 22.09% | Score 6.63
[2025-05-31 17:40:03] [POOL] aave-v2 | WPOL | TVL $624,756.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] mosaic-amm | USDC.E-USDT.E | TVL $624,478.00 | APR 15.03% | Score 4.51
[2025-05-31 17:40:03] [POOL] uniswap-v3 | KROM-WETH | TVL $624,153.00 | APR 0.03% | Score 0.01
[2025-05-31 17:40:03] [POOL] raydium-amm | WSOL-ELIZA | TVL $623,302.00 | APR 10.65% | Score 3.20
[2025-05-31 17:40:03] [POOL] uniswap-v3 | USDC-HYUSD | TVL $622,881.00 | APR 0.27% | Score 0.08
[2025-05-31 17:40:03] [POOL] uniswap-v3 | WETH-CLUSTR | TVL $622,869.00 | APR 1.00% | Score 0.30
[2025-05-31 17:40:03] [POOL] aerodrome-slipstream | WETH-SPX | TVL $622,720.00 | APR 32.11% | Score 9.63
[2025-05-31 17:40:03] [POOL] raydium-amm | WSOL-YNE | TVL $622,405.00 | APR 30.22% | Score 9.07
[2025-05-31 17:40:03] [POOL] raydium-amm | WSOL-SC | TVL $622,102.00 | APR 5.61% | Score 1.68
[2025-05-31 17:40:03] [POOL] uniswap-v3 | WETH-FROGE | TVL $621,930.00 | APR 33.42% | Score 10.03
[2025-05-31 17:40:03] [POOL] spectra-v2 | WSTUSR | TVL $621,908.00 | APR 13.04% | Score 3.91
[2025-05-31 17:40:03] [POOL] spectra-v2 | WSTUSR | TVL $621,908.00 | APR 23.62% | Score 7.09
[2025-05-31 17:40:03] [POOL] raydium-amm | WSOL-MEMESAI | TVL $621,562.00 | APR 9.18% | Score 2.75
[2025-05-31 17:40:03] [POOL] aerodrome-v1 | WETH-JARVIS | TVL $621,277.00 | APR 6.87% | Score 2.06
[2025-05-31 17:40:03] [POOL] uniswap-v3 | WETH-INT | TVL $621,222.00 | APR 59.93% | Score 17.98
[2025-05-31 17:40:03] [POOL] uniswap-v2 | VDO-WETH | TVL $621,151.00 | APR 0.38% | Score 0.11
[2025-05-31 17:40:03] [POOL] aerodrome-v1 | GENOME-WETH | TVL $621,039.00 | APR 13.88% | Score 4.16
[2025-05-31 17:40:03] [POOL] sushiswap | WETH-RAIL | TVL $620,321.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] raydium-amm | WSOL-IPXAI | TVL $619,788.00 | APR 1.92% | Score 0.58
[2025-05-31 17:40:03] [POOL] silo-v2 | USDC.E | TVL $619,178.00 | APR 2.75% | Score 0.83
[2025-05-31 17:40:03] [POOL] raydium-amm | BONGO-WSOL | TVL $618,432.00 | APR 27.99% | Score 8.40
[2025-05-31 17:40:03] [POOL] sushiswap | USDC-QUARTZ | TVL $617,875.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] beefy | FRXUSD-FXB-20261231 | TVL $617,797.00 | APR 16.26% | Score 4.88
[2025-05-31 17:40:03] [POOL] fraxlend | CVX | TVL $617,753.00 | APR 5.45% | Score 1.63
[2025-05-31 17:40:03] [POOL] uniswap-v3 | MCB-USDC | TVL $617,718.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] balancer-v2 | WETH-TEL | TVL $617,679.00 | APR 2.85% | Score 0.85
[2025-05-31 17:40:03] [POOL] uniswap-v2 | WETH-AEROBUD | TVL $617,669.00 | APR 3.27% | Score 0.98
[2025-05-31 17:40:03] [POOL] kamino-liquidity | SOL-ZBTC | TVL $617,536.00 | APR 9.48% | Score 2.84
[2025-05-31 17:40:03] [POOL] euler-v2 | WSTETH | TVL $617,217.00 | APR 0.02% | Score 0.00
[2025-05-31 17:40:03] [POOL] dot-dot-finance | EPSBNBX-BNB | TVL $617,203.00 | APR 1.08% | Score 0.32
[2025-05-31 17:40:03] [POOL] uniswap-v3 | USDC-USDT | TVL $617,193.00 | APR 4.66% | Score 1.40
[2025-05-31 17:40:03] [POOL] raydium-amm | WSOL-PROJECT89 | TVL $616,821.00 | APR 6.75% | Score 2.03
[2025-05-31 17:40:03] [POOL] concentrator | ASDPENDLE | TVL $616,552.00 | APR 36.68% | Score 11.00
[2025-05-31 17:40:03] [POOL] raydium-amm | HUMA-WSOL | TVL $615,847.00 | APR 46.78% | Score 14.03
[2025-05-31 17:40:03] [POOL] yearn-finance | CRVGEARETH-F | TVL $615,481.00 | APR 20.64% | Score 6.19
[2025-05-31 17:40:03] [POOL] merkl | WETH-RLC | TVL $615,459.00 | APR 0.00% | Score 0.00
[2025-05-31 17:40:03] [POOL] beefy | BNBX-WBNB | TVL $615,217.00 | APR 1.38% | Score 0.41
[2025-05-31 17:40:03] [POOL] beefy | RETH | TVL $614,374.00 | APR 5.42% | Score 1.63
[2025-05-31 17:40:03] [POOL] uniswap-v3 | WETH-USDT | TVL $614,292.00 | APR 9.04% | Score 2.71
[2025-05-31 17:40:03] [POOL] aerodrome-v1 | HENLO-WETH | TVL $613,971.00 | APR 13.28% | Score 3.98
